Order ID,Order Date,Order Priority,Order Quantity, Sales ,Discount, Profit ,Unit Price,Shipping Cost,Customer Name,Province,Region,Product Category,Product Sub-Category,Ship Date,,,,,,,,
21344,12-Sep-2012,Low,48," $2,011 ",0.01,$171.1,41.32,8.66,Bobby Trafton,Nova Scotia,Atlantic,Furniture,Office Furnishings,16-Dec-2012,,,,,,,,
49312,21-Feb-2011,Critical,19," $1,882 ",0.09,$336.3,107.53,5.81,Deanra Eno,Nova Scotia,Atlantic,Furniture,Office Furnishings,23-Feb-2011,,,,,,,,
48452,10-Sep-2010,High,32," $1,859 ",0.09,-$588.9,60.98,30,Giulietta Weimer,Nova Scotia,Atlantic,Furniture,Chairs & Chairmats,10-Nov-2010,,,,,,,,
5511,28-Nov-2009,Critical,32," $1,829 ",0.02,$482.5,65.99,3.9,Art Ferguson,Nova Scotia,Atlantic,Technology,Telephones and Communication,29-Nov-2009,,,,,,,,
57700,11-Dec-2011,Medium,38," $1,806 ",0.04,$134.9,47.98,3.61,Paul MacIntyre,Nova Scotia,Atlantic,Technology,Computer Peripherals,11-Dec-2011,,,,,,,,
48452,10-Sep-2010,High,19," $1,781 ",0.1,$51.4,99.99,19.99,Giulietta Weimer,Nova Scotia,Atlantic,Technology,Computer Peripherals,10-Sep-2010,,,,,,,,
9925,30-Jan-2012,Critical,43," $1,752 ",0.1,$771.8,41.94,2.99,Chad Sievert,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,02-Feb-2012,,,,,,,,
58407,05-Jun-2011,High,29," $1,670 ",0.02,$548.9,55.48,14.3,John Grady,Nova Scotia,Atlantic,Office Supplies,Paper,05-Sep-2011,,,,,,,,
4647,13-May-2009,Medium,33," $1,590 ",0.01,-$57.5,55.99,5,Carlos Meador,Nova Scotia,Atlantic,Technology,Telephones and Communication,14-May-2009,,,,,,,,
1285,31-May-2012,Critical,8," $1,452 ",0.05,-$277.3,218.75,69.64,Sally Matthias,Nova Scotia,Atlantic,Furniture,Tables,06-Jan-2012,,,,,,,,
15619,28-Jun-2011,Low,9," $1,425 ",0.1,-$65.0,160.98,30,Tony Molinari,Nova Scotia,Atlantic,Furniture,Chairs & Chairmats,07-May-2011,,,,,,,,
18432,03-Dec-2011,High,5," $1,375 ",0.08,-$126.3,279.81,23.19,Art Ferguson,Nova Scotia,Atlantic,Office Supplies,Appliances,14-Mar-2011,,,,,,,,
17698,13-May-2012,High,22," $1,118 ",0.1,-$59.6,65.99,8.99,Michael Kennedy,Nova Scotia,Atlantic,Technology,Telephones and Communication,15-May-2012,,,,,,,,
4965,20-Oct-2010,Low,14," $1,069 ",0.07,$56.1,76.72,19.95,Paul Lucas,Nova Scotia,Atlantic,Office Supplies,Appliances,20-Oct-2010,,,,,,,,
27266,09-Aug-2011,Critical,9," $1,031 ",0.03,$39.4,115.79,1.99,Art Ferguson,Nova Scotia,Atlantic,Technology,Computer Peripherals,09-Nov-2011,,,,,,,,
25347,06-Dec-2009,Low,28, $967 ,0.07,$309.3,35.44,7.5,Theone Pippenger,Nova Scotia,Atlantic,Office Supplies,Paper,19-Jun-2009,,,,,,,,
325,16-Oct-2010,Low,9, $884 ,0.06,-$178.7,115.99,4.23,Craig Yedwab,Nova Scotia,Atlantic,Technology,Telephones and Communication,20-Oct-2010,,,,,,,,
6885,19-Jun-2012,Low,40, $880 ,0.09,$166.9,23.99,6.3,Damala Kotsonis,Nova Scotia,Atlantic,Technology,Office Machines,19-Jun-2012,,,,,,,,
8007,02-Nov-2012,Low,5, $821 ,0.09,-$800.3,205.99,8.99,Maya Herman,Nova Scotia,Atlantic,Technology,Telephones and Communication,02-Nov-2012,,,,,,,,
51107,25-Sep-2012,Not Specified,36, $773 ,0,$286.9,21.38,2.99,Luke Foster,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,26-Sep-2012,,,,,,,,
30884,26-Sep-2010,Low,6, $763 ,0.05,-$353.0,146.05,80.2,Carlos Meador,Nova Scotia,Atlantic,Furniture,Tables,10-Jan-2010,,,,,,,,
18849,08-May-2012,High,6, $752 ,0.09,$50.8,131.12,0.99,Deanra Eno,Nova Scotia,Atlantic,Office Supplies,Appliances,08-May-2012,,,,,,,,
17408,27-May-2009,Not Specified,41, $728 ,0.02,$49.8,20.99,4.81,Berenike Kampe,Nova Scotia,Atlantic,Technology,Telephones and Communication,29-May-2009,,,,,,,,
43302,23-Aug-2011,Low,43, $721 ,0.07,$329.7,20.99,0.99,Damala Kotsonis,Nova Scotia,Atlantic,Technology,Telephones and Communication,09-Jan-2011,,,,,,,,
9861,28-Oct-2012,Low,47, $707 ,0.1,$6.6,15.94,5.45,Chad Sievert,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,11-Jan-2012,,,,,,,,
2084,16-Mar-2010,High,16, $693 ,0.01,$95.0,40.99,17.48,Andy Reiter,Nova Scotia,Atlantic,Office Supplies,Paper,18-Mar-2010,,,,,,,,
9925,30-Jan-2012,Critical,31, $685 ,0.02,-$28.0,21.38,8.99,Chad Sievert,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,02-Jan-2012,,,,,,,,
16967,19-Aug-2011,Low,34, $676 ,0.06,$182.0,19.98,5.77,Brad Norvell,Nova Scotia,Atlantic,Office Supplies,Paper,19-Aug-2011,,,,,,,,
38341,18-May-2009,Medium,38, $623 ,0.09,$122.3,20.99,0.99,Brendan Murry,Nova Scotia,Atlantic,Technology,Telephones and Communication,18-May-2009,,,,,,,,
17698,13-May-2012,High,40, $609 ,0.04,-$89.2,15.28,10.91,Michael Kennedy,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,14-May-2012,,,,,,,,
22053,21-Aug-2010,Critical,32, $563 ,0.1,$113.0,18.99,5.23,Sean Wendt,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,23-Aug-2010,,,,,,,,
50338,23-Mar-2009,Not Specified,36, $551 ,0,$28.7,13.99,7.51,Liz Price,Nova Scotia,Atlantic,Technology,Office Machines,25-Mar-2009,,,,,,,,
7458,04-Apr-2012,Critical,46, $511 ,0.01,-$165.7,10.97,6.5,Karen Carlisle,Nova Scotia,Atlantic,Technology,Computer Peripherals,04-May-2012,,,,,,,,
25825,19-Jul-2012,Not Specified,45, $484 ,0.02,$206.3,10.31,1.79,Michael Granlund,Nova Scotia,Atlantic,Office Supplies,Paper,22-Jul-2012,,,,,,,,
6885,19-Jun-2012,Low,4, $481 ,0.02,-$181.3,113.98,30,Damala Kotsonis,Nova Scotia,Atlantic,Furniture,Chairs & Chairmats,21-Jun-2012,,,,,,,,
14406,03-Aug-2010,Medium,20, $455 ,0.06,-$932.6,20.98,53.03,Charles Sheldon,Nova Scotia,Atlantic,Office Supplies,Storage & Organization,03-Oct-2010,,,,,,,,
18432,03-Dec-2011,High,42, $451 ,0.04,$1.2,10.64,5.16,Art Ferguson,Nova Scotia,Atlantic,Furniture,Office Furnishings,03-Dec-2011,,,,,,,,
1699,29-Dec-2010,Critical,40, $431 ,0.05,$39.0,11.09,5.25,Art Ferguson,Nova Scotia,Atlantic,Office Supplies,Envelopes,23-Mar-2011,,,,,,,,
10209,29-Nov-2010,Medium,48, $419 ,0.02,-$60.2,8.6,6.19,Barry Franz,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,12-Jan-2010,,,,,,,,
16967,19-Aug-2011,Low,5, $398 ,0.08,-$152.5,83.1,6.13,Brad Norvell,Nova Scotia,Atlantic,Technology,Computer Peripherals,21-Aug-2011,,,,,,,,
43813,21-Jul-2009,Not Specified,23, $384 ,0.04,-$266.2,15.51,17.78,Carlos Meador,Nova Scotia,Atlantic,Office Supplies,Storage & Organization,23-Jul-2009,,,,,,,,
20455,28-Jun-2010,Critical,7, $381 ,0.08,-$233.6,65.99,8.99,Dana Kaydos,Nova Scotia,Atlantic,Technology,Telephones and Communication,29-Jun-2010,,,,,,,,
28515,30-Jun-2010,High,48, $380 ,0.1,-$71.6,8.32,2.38,Frank Atkinson,Nova Scotia,Atlantic,Technology,Computer Peripherals,07-Feb-2010,,,,,,,,
52006,24-Jun-2009,Medium,42, $376 ,0,-$241.6,8.37,10.16,Carlos Meador,Nova Scotia,Atlantic,Furniture,Office Furnishings,26-Jun-2009,,,,,,,,
33959,31-Jul-2009,Critical,23, $368 ,0.03,$11.7,15.23,27.75,Ben Peterman,Nova Scotia,Atlantic,Furniture,Tables,08-Jan-2009,,,,,,,,
10338,14-Jul-2011,Not Specified,7, $364 ,0.02,$34.0,44.43,46.59,Barry Franz,Nova Scotia,Atlantic,Furniture,Tables,16-Jul-2011,,,,,,,,
36390,10-Dec-2012,High,3, $330 ,0.05,-$541.3,125.99,8.99,Sylvia Foulston,Nova Scotia,Atlantic,Technology,Telephones and Communication,14-Oct-2012,,,,,,,,
18951,29-Jun-2011,Critical,10, $324 ,0.03,-$169.7,35.99,5,Astrea Jones,Nova Scotia,Atlantic,Technology,Telephones and Communication,07-Jan-2011,,,,,,,,
3078,02-Nov-2010,High,1, $317 ,0.1,-$187.3,291.73,48.8,Paul Lucas,Nova Scotia,Atlantic,Furniture,Chairs & Chairmats,13-Feb-2010,,,,,,,,
53953,27-Mar-2009,Not Specified,36, $308 ,0.07,$91.7,8.95,2.01,Heather Jas,Nova Scotia,Atlantic,Office Supplies,Paper,28-Mar-2009,,,,,,,,
6695,27-Jun-2012,Low,49, $295 ,0.08,-$279.9,5.81,8.49,Natalie Webber,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,27-Jun-2012,,,,,,,,
18534,30-Dec-2011,Low,36, $283 ,0.1,$21.7,8.33,1.99,Tracy Poddar,Nova Scotia,Atlantic,Technology,Computer Peripherals,30-Dec-2011,,,,,,,,
15878,11-Apr-2010,High,36, $275 ,0.05,-$237.9,7.28,11.15,Mike Kennedy,Nova Scotia,Atlantic,Office Supplies,Paper,11-Jun-2010,,,,,,,,
41766,09-Nov-2012,Critical,7, $273 ,0,$10.1,34.54,14.72,Stefania Perrino,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,09-Dec-2012,,,,,,,,
53123,31-Aug-2009,Not Specified,25, $266 ,0.06,$14.0,10.98,5.14,Michael Kennedy,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,09-Feb-2009,,,,,,,,
37829,29-Sep-2010,Not Specified,28, $258 ,0,-$84.7,8.74,8.29,Eleni McCrary,Nova Scotia,Atlantic,Office Supplies,Envelopes,10-Jan-2010,,,,,,,,
14662,16-Nov-2011,High,48, $258 ,0.02,-$66.3,4.98,4.75,Karl Brown,Nova Scotia,Atlantic,Office Supplies,Paper,17-Nov-2011,,,,,,,,
49223,10-Feb-2011,Medium,24, $238 ,0.05,-$83.6,9.38,7.28,Chuck Clark,Nova Scotia,Atlantic,Office Supplies,Storage & Organization,10-Feb-2011,,,,,,,,
7458,04-Apr-2012,Critical,16, $227 ,0.05,-$5.4,14.45,7.17,Karen Carlisle,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,04-Jun-2012,,,,,,,,
18432,03-Dec-2011,High,15, $218 ,0.1,-$24.9,14.42,6.75,Art Ferguson,Nova Scotia,Atlantic,Office Supplies,Appliances,03-Dec-2011,,,,,,,,
3361,22-Aug-2012,Not Specified,49, $214 ,0.06,-$208.0,4.28,6.72,Michael Granlund,Nova Scotia,Atlantic,Office Supplies,Paper,22-Aug-2012,,,,,,,,
25280,21-May-2011,Not Specified,47, $203 ,0.03,$28.8,4.13,1.17,Stefania Perrino,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,22-May-2011,,,,,,,,
24039,17-Jul-2012,Not Specified,5, $199 ,0.1,-$64.9,40.98,1.99,Sean Wendt,Nova Scotia,Atlantic,Technology,Computer Peripherals,19-Jul-2012,,,,,,,,
47750,15-Jun-2010,Low,1, $195 ,0.08,-$149.4,167.27,35,Sally Knutson,Nova Scotia,Atlantic,Office Supplies,Storage & Organization,15-Jun-2010,,,,,,,,
12389,08-Apr-2009,Medium,16, $189 ,0.08,-$74.8,11.35,8.6,Michael Granlund,Nova Scotia,Atlantic,Office Supplies,Storage & Organization,08-May-2009,,,,,,,,
46849,13-Dec-2010,Not Specified,23, $189 ,0.09,$9.8,8.33,1.99,Sarah Bern,Nova Scotia,Atlantic,Technology,Computer Peripherals,14-Dec-2010,,,,,,,,
48452,10-Sep-2010,High,44, $185 ,0.03,-$192.6,4.18,6.92,Giulietta Weimer,Nova Scotia,Atlantic,Furniture,Office Furnishings,10-Oct-2010,,,,,,,,
58372,04-Feb-2011,Low,48, $184 ,0.04,$43.2,3.98,0.7,Brian Stugart,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,04-Jul-2011,,,,,,,,
37792,29-Dec-2011,High,49, $183 ,0.01,$82.5,3.69,0.5,Eleni McCrary,Nova Scotia,Atlantic,Office Supplies,Labels,31-Dec-2011,,,,,,,,
45155,15-Feb-2011,Low,44, $182 ,0.03,-$150.3,4.13,5.34,Ralph Kennedy,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,22-Feb-2011,,,,,,,,
3680,12-Sep-2012,Not Specified,27, $178 ,0.09,-$61.8,6.48,6,Evan Henry,Nova Scotia,Atlantic,Office Supplies,Paper,12-Nov-2012,,,,,,,,
12355,28-May-2011,Not Specified,45, $169 ,0.08,-$167.1,3.95,5.13,Ken Heidel,Nova Scotia,Atlantic,Office Supplies,Appliances,30-May-2011,,,,,,,,
49312,21-Feb-2011,Critical,30, $164 ,0,-$128.5,4.98,7.54,Deanra Eno,Nova Scotia,Atlantic,Office Supplies,Paper,22-Feb-2011,,,,,,,,
54533,18-Dec-2011,Medium,21, $162 ,0.03,-$42.7,7.1,6.05,Marc Crier,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,19-Dec-2011,,,,,,,,
25825,19-Jul-2012,Not Specified,27, $160 ,0.06,-$1.8,5.85,2.27,Michael Granlund,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,19-Jul-2012,,,,,,,,
12228,25-Jun-2009,Not Specified,1, $160 ,0.04,-$103.6,130.98,30,Brad Norvell,Nova Scotia,Atlantic,Furniture,Chairs & Chairmats,28-Jun-2009,,,,,,,,
11271,18-Oct-2011,High,46, $158 ,0,-$115.8,3.28,3.97,Berenike Kampe,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,20-Oct-2011,,,,,,,,
6116,20-Mar-2009,Medium,7, $151 ,0.01,-$72.2,19.98,4,Barry Weirich,Nova Scotia,Atlantic,Technology,Computer Peripherals,20-Mar-2009,,,,,,,,
17408,27-May-2009,Not Specified,26, $150 ,0.05,-$132.6,5.4,7.78,Berenike Kampe,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,29-May-2009,,,,,,,,
58913,05-Nov-2010,Medium,23, $145 ,0.07,-$60.2,6.48,5.94,Sarah Bern,Nova Scotia,Atlantic,Office Supplies,Paper,13-May-2010,,,,,,,,
3361,22-Aug-2012,Not Specified,23, $134 ,0.07,-$5.6,5.85,2.27,Michael Granlund,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,23-Aug-2012,,,,,,,,
24003,31-Oct-2009,Critical,4, $130 ,0.05,-$116.5,35.99,5.99,Dan Campbell,Nova Scotia,Atlantic,Technology,Telephones and Communication,11-Feb-2009,,,,,,,,
5511,28-Nov-2009,Critical,46, $129 ,0.02,-$5.5,2.58,1.3,Art Ferguson,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,29-Nov-2009,,,,,,,,
24067,22-Aug-2012,High,30, $128 ,0.07,-$95.3,3.98,5.26,Frank Atkinson,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,24-Aug-2012,,,,,,,,
10245,13-Feb-2011,Medium,23, $127 ,0.1,-$108.1,5.53,6.98,Astrea Jones,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,15-Feb-2011,,,,,,,,
15619,28-Jun-2011,Low,36, $123 ,0.05,$20.6,3.29,1.35,Tony Molinari,Nova Scotia,Atlantic,Office Supplies,Rubber Bands,07-Feb-2011,,,,,,,,
37287,11-Jan-2012,Low,18, $122 ,0.09,$2.4,6.64,4.95,Brad Thomas,Nova Scotia,Atlantic,Furniture,Office Furnishings,11-May-2012,,,,,,,,
45155,15-Feb-2011,Low,35, $112 ,0.05,-$54.3,3.14,1.92,Ralph Kennedy,Nova Scotia,Atlantic,Office Supplies,"Scissors, Rulers and Trimmers",15-Feb-2011,,,,,,,,
56768,27-Jul-2011,Critical,37, $111 ,0.02,$20.1,2.88,0.7,Giulietta Dortch,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,29-Jul-2011,,,,,,,,
56901,09-Nov-2009,Critical,36, $101 ,0,-$45.2,2.6,2.4,Paul MacIntyre,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,13-Sep-2009,,,,,,,,
52934,27-Jul-2011,Critical,20, $92 ,0.08,$37.0,4.91,0.5,Sara Luxemburg,Nova Scotia,Atlantic,Office Supplies,Labels,28-Jul-2011,,,,,,,,
58884,21-Mar-2011,Low,29, $88 ,0.03,$23.1,2.88,0.99,Chuck Clark,Nova Scotia,Atlantic,Office Supplies,Labels,26-Mar-2011,,,,,,,,
9925,30-Jan-2012,Critical,17, $86 ,0.07,-$9.4,5.28,2.99,Chad Sievert,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,02-Jan-2012,,,,,,,,
45984,27-Jan-2012,Medium,27, $80 ,0.01,$2.5,2.94,0.96,Janet Martin,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,29-Jan-2012,,,,,,,,
18432,03-Dec-2011,High,12, $76 ,0.02,$20.4,5.84,0.83,Art Ferguson,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,14-Mar-2011,,,,,,,,
55425,11-Jan-2011,Critical,7, $74 ,0.08,-$52.5,9.71,9.45,Paul Knutson,Nova Scotia,Atlantic,Office Supplies,Storage & Organization,11-Feb-2011,,,,,,,,
48452,10-Sep-2010,High,15, $73 ,0.08,-$44.8,4.91,4.97,Giulietta Weimer,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,10-Nov-2010,,,,,,,,
27335,11-Jun-2010,Low,23, $67 ,0.03,-$100.6,2.66,6.35,Karl Brown,Nova Scotia,Atlantic,Office Supplies,Envelopes,11-Jun-2010,,,,,,,,
38341,18-May-2009,Medium,5, $64 ,0.07,-$7.9,12.28,4.86,Brendan Murry,Nova Scotia,Atlantic,Office Supplies,Paper,20-May-2009,,,,,,,,
9923,10-May-2009,High,27, $64 ,0.01,-$96.0,2.08,5.33,Chad Sievert,Nova Scotia,Atlantic,Furniture,Office Furnishings,10-May-2009,,,,,,,,
38341,18-May-2009,Medium,15, $63 ,0.1,-$67.1,3.36,6.27,Brendan Murry,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,19-May-2009,,,,,,,,
18951,29-Jun-2011,Critical,16, $62 ,0.09,-$16.3,3.98,2.97,Astrea Jones,Nova Scotia,Atlantic,Office Supplies,Paper,30-Jun-2011,,,,,,,,
36800,09-Oct-2010,High,4, $58 ,0.05,-$7.0,10.89,4.5,Barry Franz,Nova Scotia,Atlantic,Office Supplies,Appliances,09-Nov-2010,,,,,,,,
48452,10-Sep-2010,High,28, $44 ,0.04,$5.8,1.48,0.7,Giulietta Weimer,Nova Scotia,Atlantic,Office Supplies,Rubber Bands,10-Nov-2010,,,,,,,,
20386,27-Feb-2010,Critical,35, $41 ,0.09,-$21.5,1.26,0.7,Mike Kennedy,Nova Scotia,Atlantic,Office Supplies,Rubber Bands,27-Feb-2010,,,,,,,,
964,19-May-2011,Medium,4, $40 ,0.02,-$1.3,9.93,1.09,Stefania Perrino,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,21-May-2011,,,,,,,,
50208,22-Jan-2011,Medium,4, $39 ,0.1,-$12.1,6.23,6.97,Sarah Bern,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,23-Jan-2011,,,,,,,,
29346,16-Aug-2009,Low,2, $29 ,0.1,-$16.2,11.58,6.97,Janet Martin,Nova Scotia,Atlantic,Office Supplies,Envelopes,20-Aug-2009,,,,,,,,
14021,03-Jul-2011,High,12, $27 ,0,$1.0,1.82,0.83,Ken Heidel,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,03-Aug-2011,,,,,,,,
51233,12-Sep-2009,Low,3, $27 ,0.05,$20.1,7.59,4,Eleni McCrary,Nova Scotia,Atlantic,Furniture,Office Furnishings,12-Sep-2009,,,,,,,,
5189,25-Nov-2010,Low,8, $25 ,0.06,-$21.5,2.74,3.5,Evan Henry,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,27-Nov-2010,,,,,,,,
3332,11-Apr-2009,Critical,6, $22 ,0.01,-$3.5,3.26,1.86,Ben Peterman,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,11-Jun-2009,,,,,,,,
44583,10-Apr-2009,Low,6, $18 ,0.1,-$19.7,2.22,5,Deanra Eno,Nova Scotia,Atlantic,Office Supplies,Appliances,10-Sep-2009,,,,,,,,
5061,13-Aug-2010,Critical,4, $13 ,0,-$2.2,2.88,0.7,Sean Wendt,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,15-Aug-2010,,,,,,,,
40704,01-Jul-2009,Low,6, $12 ,0.01,-$2.1,1.76,0.7,Julie Kriz,Nova Scotia,Atlantic,Office Supplies,Pens & Art Supplies,01-Dec-2009,,,,,,,,
44292,14-Jun-2011,Not Specified,1, $10 ,0,-$3.8,5.18,2.04,Frank Atkinson,Nova Scotia,Atlantic,Office Supplies,Paper,15-Jun-2011,,,,,,,,
38851,06-Oct-2012,Critical,1, $8 ,0.06,-$5.7,3.74,4.69,Brad Thomas,Nova Scotia,Atlantic,Office Supplies,Binders and Binder Accessories,06-Nov-2012,,,,,,,,
36677,23-Dec-2009,Low,38," $23,256 ",0,-$734.3,599.99,24.49,Jack Lebron,Prince Edward Island,Atlantic,Technology,Copiers and Fax,25-Dec-2009,,,,,,,,
21542,21-May-2011,High,43," $11,675 ",0.05,$715.2,348.21,84.84,Frank Atkinson,Prince Edward Island,Atlantic,Furniture,Tables,22-May-2011,,,,,,,,
33763,23-Sep-2010,Not Specified,23," $10,791 ",0.08,-$234.8,499.99,24.49,Evan Minnotte,Prince Edward Island,Atlantic,Technology,Copiers and Fax,25-Sep-2010,,,,,,,,
59207,18-May-2009,Critical,42," $9,503 ",0.02,-$945.6,280.98,81.98,Sylvia Foulston,Prince Edward Island,Atlantic,Furniture,Tables,18-May-2009,,,,,,,,
24388,26-Jan-2011,Critical,15," $8,662 ",0,-$704.7,549.99,49,Erica Bern,Prince Edward Island,Atlantic,Technology,Copiers and Fax,27-Jan-2011,,,,,,,,
49029,20-May-2012,High,49," $8,223 ",0.06,"$2,549.4",195.99,3.99,Jim Sink,Prince Edward Island,Atlantic,Technology,Telephones and Communication,22-May-2012,,,,,,,,
28836,24-Oct-2010,High,50," $8,221 ",0.06,"$2,342.2",195.99,4.2,Erica Bern,Prince Edward Island,Atlantic,Technology,Telephones and Communication,25-Oct-2010,,,,,,,,
4416,29-Jun-2012,Low,46," $7,441 ",0.1,"$2,665.4",165.98,19.99,Erica Bern,Prince Edward Island,Atlantic,Office Supplies,Binders and Binder Accessories,07-Mar-2012,,,,,,,,
22469,10-Nov-2010,High,23," $6,693 ",0.02,$40.3,290.98,69,Jack Lebron,Prince Edward Island,Atlantic,Furniture,Tables,13-Oct-2010,,,,,,,,
11362,09-Oct-2012,Low,9," $6,421 ",0.02,-$690.2,699.99,24.49,Hilary Holden,Prince Edward Island,Atlantic,Technology,Copiers and Fax,15-Sep-2012,,,,,,,,
59234,29-Jul-2012,Low,32," $5,686 ",0.04,"$2,109.2",177.98,0.99,Michelle Lonsdale,Prince Edward Island,Atlantic,Office Supplies,Appliances,08-Feb-2012,,,,,,,,
47846,08-Nov-2012,High,50," $5,514 ",0.03,"$1,581.9",105.98,13.99,Hilary Holden,Prince Edward Island,Atlantic,Furniture,Office Furnishings,08-Dec-2012,,,,,,,,
32869,27-Mar-2009,Medium,39," $5,251 ",0.1,$931.0,175.99,8.99,Christopher Schild,Prince Edward Island,Atlantic,Technology,Telephones and Communication,28-Mar-2009,,,,,,,,
15139,19-Nov-2009,High,17," $5,204 ",0.07,$636.2,300.98,64.73,Guy Armstrong,Prince Edward Island,Atlantic,Furniture,Chairs & Chairmats,21-Nov-2009,,,,,,,,
30243,05-May-2010,Critical,21," $4,243 ",0.07,$340.9,199.99,24.49,Hilary Holden,Prince Edward Island,Atlantic,Technology,Copiers and Fax,05-Jul-2010,,,,,,,,
17090,28-Apr-2010,Low,30," $4,178 ",0.04,-$443.8,140.98,36.09,Greg Guthrie,Prince Edward Island,Atlantic,Furniture,Bookcases,30-Apr-2010,,,,,,,,
32199,15-Jul-2009,High,1," $3,673 ",0.01,"-$3,061.8",3499.99,24.49,Erica Bern,Prince Edward Island,Atlantic,Technology,Copiers and Fax,16-Jul-2009,,,,,,,,
13604,02-Feb-2009,Not Specified,42," $3,610 ",0.07,"-$1,396.2",90.98,56.2,Erica Bern,Prince Edward Island,Atlantic,Furniture,Office Furnishings,02-May-2009,,,,,,,,
17090,28-Apr-2010,Low,26," $3,351 ",0.05,"-$1,086.4",122.99,70.2,Greg Guthrie,Prince Edward Island,Atlantic,Furniture,Chairs & Chairmats,05-Mar-2010,,,,,,,,
11362,09-Oct-2012,Low,32," $3,246 ",0.09,$569.6,110.98,13.99,Hilary Holden,Prince Edward Island,Atlantic,Furniture,Office Furnishings,09-Dec-2012,,,,,,,,
29121,04-Nov-2010,Medium,31," $3,207 ",0.08,$575.3,125.99,7.69,Jack Lebron,Prince Edward Island,Atlantic,Technology,Telephones and Communication,13-Apr-2010,,,,,,,,
13604,02-Feb-2009,Not Specified,38," $3,153 ",0.04,"$1,166.4",83.1,6.13,Erica Bern,Prince Edward Island,Atlantic,Technology,Computer Peripherals,02-Apr-2009,,,,,,,,
47846,08-Nov-2012,High,25," $2,674 ",0.06,$632.0,110.98,13.99,Hilary Holden,Prince Edward Island,Atlantic,Furniture,Office Furnishings,13-Aug-2012,,,,,,,,
24067,22-Aug-2012,High,46," $2,641 ",0.03,$751.4,65.99,5.92,Frank Atkinson,Prince Edward Island,Atlantic,Technology,Telephones and Communication,23-Aug-2012,,,,,,,,
20033,21-May-2010,Critical,5," $2,544 ",0.04,"-$1,011.3",499.99,24.49,Jack Lebron,Prince Edward Island,Atlantic,Technology,Copiers and Fax,23-May-2010,,,,,,,,
24965,29-Mar-2011,Low,6," $2,528 ",0.07,$580.2,420.98,19.99,Jack Lebron,Prince Edward Island,Atlantic,Office Supplies,Binders and Binder Accessories,04-Mar-2011,,,,,,,,
32869,27-Mar-2009,Medium,49," $2,471 ",0.05,$25.0,51.65,18.45,Christopher Schild,Prince Edward Island,Atlantic,Furniture,Office Furnishings,28-Mar-2009,,,,,,,,
30243,05-May-2010,Critical,44," $2,435 ",0.09,$650.6,60.22,3.5,Hilary Holden,Prince Edward Island,Atlantic,Office Supplies,Appliances,05-Jul-2010,,,,,,,,
11362,09-Oct-2012,Low,25," $2,408 ",0.04,$424.1,110.99,8.99,Hilary Holden,Prince Edward Island,Atlantic,Technology,Telephones and Communication,14-Sep-2012,,,,,,,,
40871,13-Sep-2011,Not Specified,18," $2,023 ",0.05,-$157.6,110.98,30,Joy Smith,Prince Edward Island,Atlantic,Furniture,Chairs & Chairmats,15-Sep-2011,,,,,,,,
58340,01-Aug-2011,Medium,36," $1,936 ",0.03,$278.1,50.98,13.66,Sylvia Foulston,Prince Edward Island,Atlantic,Office Supplies,Appliances,01-Sep-2011,,,,,,,,
